Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'RMR')","('High', 'RMR')","('Low', 'RMR')","('Open', 'RMR')","('Volume', 'RMR')"
2023-01-17,26.075040817260746,26.21490010531628,25.895846000236197,26.02259400105347,76000.0,,,,,,
2023-01-18,25.961410522460938,26.31105880659332,25.827670032939626,26.214904903236462,46700.0,,,,,,
2023-01-19,25.95266532897949,26.118747197731484,25.63798108544217,25.83028719690704,51600.0,,,,,,
2023-01-20,25.979246139526367,26.103293842149714,25.6957075678026,26.103293842149714,38000.0,,,,,,
2023-01-23,25.970386505126957,26.271646673513168,25.895072308042035,25.95266661112203,58100.0,,,,,,
2023-01-24,26.103296279907227,26.236206476585373,25.76305063807283,26.09443717748381,110800.0,,,,,,
2023-01-25,26.48430061340332,26.51088298944724,25.77013733925143,26.05899273684025,43400.0,,,,,,
2023-01-26,26.439998626708984,26.62607019094072,26.22734468614845,26.58176792041601,41400.0,,,,,,
2023-01-27,26.953914642333984,27.1045447387878,26.35139425651872,26.440000493848625,146400.0,,,,,,
2023-01-30,26.794422149658203,27.162137421063548,26.723537502040983,26.927330652687573,46400.0,,,,,,
2023-01-31,27.48554992675781,27.48554992675781,26.80771365879009,26.8830295507969,66000.0,,,,,,
2023-02-01,27.388078689575195,27.538708760418174,26.767836823745697,27.37921789834641,70000.0,,,,,,
2023-02-02,27.60959815979004,27.955160627167626,27.330489103049388,27.379222618197183,80500.0,,,,,,
2023-02-03,26.714675903320312,27.86655350485408,26.40012539464164,27.60959560873465,88100.0,,,,,,
2023-02-06,25.53621864318848,26.43999917689484,24.986863041148133,26.43999917689484,215300.0,,,,,,
2023-02-07,25.04002571105957,25.562800618019097,24.871674040168376,25.288122821319053,147700.0,,,,,,
2023-02-08,24.366619110107425,25.72671935068793,24.331175943827045,24.98686099982852,134800.0,,,,,,
2023-02-09,23.941314697265625,24.596998157520854,23.91473231873321,24.596998157520854,116500.0,,,,,,
2023-02-10,23.95903205871582,24.06978941470465,23.58688727499241,23.834982670792595,121000.0,,,,,,
2023-02-13,24.304595947265625,24.34889821634722,23.905868765438328,23.923590349080257,55000.0,,,,,,
2023-02-14,23.90587043762207,24.348899919520285,23.87042895788236,24.348899919520285,57900.0,,,,,,
2023-02-15,24.304595947265625,24.614716900906497,23.622330187260356,23.693214831804845,155300.0,,,,,,
2023-02-16,26.4488582611084,26.744801606517296,24.322317258561984,24.366619527147517,167900.0,,,,,,
2023-02-17,26.298229217529297,26.907837515797425,25.78431510759206,26.634930866099232,157400.0,,,,,,
2023-02-21,25.146352767944336,25.979248671061423,25.00458346826781,25.979248671061423,89700.0,,,,,,
2023-02-22,24.96027946472168,25.926969380227685,24.84509255048222,25.332424273067755,76100.0,,,,,,
2023-02-23,25.31470489501953,25.491917367776686,24.93813050293981,24.9868640174492,62900.0,,,,,,
2023-02-24,25.288122177124023,25.288122177124023,24.98686201163448,25.172933572071592,50800.0,,,,,,
2023-02-27,25.234960556030277,25.810898582669655,25.110912833683678,25.314706003259797,64900.0,,,,,,
2023-02-28,24.93369483947754,25.421028208116724,24.91597494736326,25.19065271040016,119800.0,,,,,,
2023-03-01,25.226099014282227,25.42546262643884,24.88939733932483,25.01344505798965,64800.0,,,,,,
2023-03-02,24.986860275268555,25.22609488063111,24.88939326084702,25.04888412443748,46300.0,,,,,,
2023-03-03,25.421031951904297,25.731152924887848,24.898257032023736,24.98686326573666,64800.0,,,,,,
2023-03-06,25.385587692260746,25.61596321401184,25.128631484553576,25.421030860233188,59300.0,,,,,,
2023-03-07,25.07546615600586,25.465332544621788,25.07546615600586,25.28812177890417,45500.0,,,,,,
2023-03-08,25.27926254272461,25.35014719137833,24.986863155775094,25.05774780442881,36200.0,,,,,,
2023-03-09,24.650156021118164,25.35014329783256,24.503957195109848,25.35014329783256,75900.0,,,,,,
2023-03-10,23.595748901367188,24.765348125394212,23.365375063477146,24.60585724529856,102800.0,,,,,,
2023-03-13,22.550201416015625,23.383095629281552,22.24894123163489,23.294491084482928,172200.0,,,,,,
2023-03-14,22.718549728393555,23.18018633565987,22.26665948513474,23.07297464155413,98500.0,,,,,,
2023-03-15,22.7274112701416,22.82487829347912,21.7350262126122,22.36412724318596,114700.0,,,,,,
2023-03-16,22.16033363342285,22.6388045679868,21.5223718239965,22.55020002863947,114300.0,,,,,,
2023-03-17,21.380599975585938,22.04514413387011,21.09706140512173,22.00970265757368,401700.0,,,,,,
2023-03-20,21.921098709106445,22.35526740148697,21.59325783670763,21.681862381665127,87100.0,,,,,,
2023-03-21,22.75399208068848,22.886900573351397,22.30210185361602,22.30210185361602,98000.0,,,,,,
2023-03-22,22.080589294433597,22.753994305117327,22.027426230175845,22.612225007081104,78200.0,,,,,,
2023-03-23,21.85907745361328,22.275524610564577,21.637562684804887,22.124894500173927,77300.0,,,,,,
2023-03-24,22.833740234375,22.8426010269445,21.63756027786669,21.717305720968803,137800.0,,,,,,
2023-03-27,22.75399208068848,23.329930008909898,22.47931430384869,23.064113023584063,52900.0,,,,,,
2023-03-28,22.69196891784668,23.329930715977493,22.52361725402567,22.52361725402567,77100.0,,,,,,
2023-03-29,22.860321044921875,23.06411589506888,22.53248016820534,22.87804263015612,39100.0,,,,,,
2023-03-30,22.807159423828125,23.28563211531837,22.656529319843067,23.1172804249766,25700.0,,,,,,
2023-03-31,23.250186920166016,23.391956218640782,22.67424893385934,23.00208980282349,66100.0,,,,,,
2023-04-03,23.002086639404297,23.516002388226983,22.7894327209379,23.409674583982227,62000.0,,,,,,
2023-04-04,22.736270904541016,23.126137288015904,22.523616974470134,23.126137288015904,50100.0,,,,,,
2023-04-05,22.93120574951172,23.099557429584312,22.709691003635346,22.76285575946252,39600.0,,,,,,
2023-04-06,22.93120574951172,23.23689718043608,22.616655215972884,23.04639436378053,43900.0,,,,,,
2023-04-10,23.002086639404297,23.06411217772722,22.53956449349161,22.90462131637165,74000.0,,,,,,
2023-04-11,22.41729164123535,23.135000635797976,22.36412857534962,23.099557465191893,282000.0,,,,,,
2023-04-12,22.16033363342285,22.55020002863947,22.031854685336665,22.48817448506378,56300.0,,,,,,
2023-04-13,22.195777893066406,22.39071196011842,21.96540403386152,22.12489323869025,53700.0,,,,,,
2023-04-14,22.178054809570312,22.39956953391272,21.991981562310613,22.39070874213624,37800.0,,,,,,
2023-04-17,22.514759063720703,22.532480649333348,22.178057387197573,22.337546587641103,54100.0,,,,,,
2023-04-18,22.275522232055664,22.62108638371455,21.991983628660037,22.62108638371455,70900.0,,,,,,
2023-04-19,22.213497161865234,22.372988040079427,22.06286707577664,22.29324260097233,45700.0,,,,,,
2023-04-20,21.938819885253903,22.275521543878348,21.85287205862724,22.116030661889752,51700.0,,,,,,
2023-04-21,21.794723510742188,22.024377892112724,21.623607437348472,22.00186302613901,69400.0,,,,,,
2023-04-24,21.81273651123047,21.95683372891755,21.50652949420184,21.81273651123047,68300.0,,,,,,
2023-04-25,21.200319290161133,21.983847515340177,21.146281557699595,21.74068287258505,62600.0,,,,,,
2023-04-26,20.948148727416992,21.443482592616363,20.87610013397392,21.110258492107395,62400.0,,,,,,
2023-04-27,21.182308197021484,21.317399102093944,20.90311837972781,21.038211002574325,40200.0,,,,,,
2023-04-28,21.389448165893555,21.610097965951795,21.236344678731985,21.236344678731985,51900.0,,,,,,
2023-05-01,21.434476852416992,21.614599199522612,21.2678647978974,21.38944712452759,69600.0,,,,,,
2023-05-02,21.200319290161133,21.452488503885917,20.858087189000454,21.452488503885917,135900.0,,,,,,
2023-05-03,20.89411354064941,21.60559321440245,20.885107251390004,21.398453714758126,72700.0,,,,,,
2023-05-04,20.33573532104492,21.011191545239647,18.83171939312704,20.885106933077648,180200.0,,,,,,
2023-05-05,20.27269554138184,20.993181583201476,20.146610913506954,20.741012327451717,66400.0,,,,,,
2023-05-08,20.01151657104492,20.38977214018641,19.93946797300721,20.371761279007544,51000.0,,,,,,
2023-05-09,19.68729782104492,19.930460754478425,19.396401383833783,19.84040129945994,132500.0,,,,,,
2023-05-10,19.43512916564941,19.93946938769589,19.35407427238445,19.921458525239167,80900.0,,,,,,
2023-05-11,19.300037384033203,19.38109227366358,19.06587900485368,19.38109227366358,62300.0,,,,,,
2023-05-12,19.03885841369629,19.28202306059372,18.94699701538511,19.25500419390268,51200.0,,,,,,
2023-05-15,19.327051162719727,19.480154625551496,18.72364531730644,19.011839666690044,81800.0,,,,,,
2023-05-16,19.24599838256836,19.426118995579746,19.08388862841642,19.30904068301104,90900.0,,,,,,
2023-05-17,19.768354415893555,19.83139672697292,19.26401249171034,19.381092541807,79600.0,,,,,,
2023-05-18,20.00251197814941,20.092573162778912,19.57922664349725,19.768355302996625,74100.0,,,,,,
2023-05-19,19.93946647644043,20.353747172393764,19.73232698735073,20.23666713576119,73000.0,,,,,,
2023-05-22,19.714317321777344,20.173627811804597,19.66028129876655,19.93946942172555,72400.0,,,,,,
2023-05-23,19.975492477416992,20.51585780390885,19.768352979556884,19.768352979556884,88100.0,,,,,,
2023-05-24,19.48916244506836,20.056546618052103,19.381090414444568,19.96648544734964,83500.0,,,,,,
2023-05-25,19.390100479125977,19.77736066834201,19.273020419081597,19.33606273551736,53900.0,,,,,,
2023-05-26,19.52518844604492,19.732327945189496,19.327053518364,19.462146139155184,63000.0,,,,,,
2023-05-30,19.48916244506836,19.651272208778,19.282022954894465,19.651272208778,59400.0,,,,,,
2023-05-31,19.390100479125977,19.82149200762133,19.164948367412933,19.48015994959176,135000.0,,,,,,
2023-06-01,19.624256134033203,19.804376767522072,19.20997541323812,19.46214636145139,62800.0,,,,,,
2023-06-02,20.353748321533203,20.48883922561984,19.804376698103614,19.804376698103614,90600.0,,,,,,
2023-06-05,20.137603759765625,20.335736983326555,19.85841392747968,20.263688382234022,63700.0,,,,,,
2023-06-06,20.89411354064941,21.08774446529164,20.101577263561687,20.101577263561687,112800.0,,,,,,
2023-06-07,21.54255104064941,21.722673391404,20.903118241467265,20.975168555988336,122800.0,,,,,,
2023-06-08,21.425472259521484,21.61459917779567,20.986874739848183,21.61459917779567,78700.0,,,,,,
2023-06-09,21.398452758789062,21.59658596032244,21.056220653316736,21.43447619644333,65200.0,,,,,,
2023-06-12,21.29938507080078,21.49751998798406,21.09224558263093,21.39845252939242,85300.0,,,,,,
2023-06-13,21.49752426147461,21.650627765290785,21.272372151025785,21.272372151025785,130600.0,,,,,,
2023-06-14,21.317398071289062,21.866769672162736,21.22733689967099,21.49752041452521,86800.0,,,,,,
2023-06-15,21.398452758789062,21.452488774157448,21.18230697954157,21.26336186148113,104800.0,,,,,,
2023-06-16,21.389448165893555,21.56056423219745,21.110260060283903,21.56056423219745,146100.0,,,,,,
2023-06-20,21.128271102905277,21.38944834938726,20.921131594313835,21.27237001950596,69100.0,,,,,,
2023-06-21,21.05622100830078,21.27236850896623,20.88510667045378,21.128269602597936,81800.0,,,,,,
2023-06-22,21.24535179138184,21.29038152320808,20.840077333849027,21.05622313860847,121900.0,,,,,,
2023-06-23,21.074234008789062,21.38044097013393,20.75902075825476,20.957155684874387,243300.0,,,,,,
2023-06-26,20.98417282104492,21.45248955194761,20.86709449720626,20.993179110228517,79300.0,,,,,,
2023-06-27,20.98417282104492,21.200320325903103,20.93914309290098,20.98417282104492,52400.0,,,,,,
2023-06-28,20.840076446533203,20.97516907180836,20.56989463153107,20.97516907180836,70400.0,,,,,,
2023-06-29,21.00218391418457,21.127368404767903,20.7527150465404,20.81305700802582,47700.0,,,,,,
2023-06-30,20.867094039916992,21.317398182584363,20.7049842737129,21.02920380612108,101600.0,,,,,,
2023-07-03,21.335412979125977,21.3894490008883,20.948151101318658,20.948151101318658,38300.0,,,,,,
2023-07-05,21.263362884521484,21.515532113555818,20.79504614806624,21.128270262939903,91200.0,,,,,,
2023-07-06,21.317398071289062,21.42096781742896,20.84908135309426,21.209324321792582,67600.0,,,,,,
2023-07-07,21.29037857055664,21.58757922560544,21.186808827500503,21.263361422317427,140600.0,,,,,,
2023-07-10,21.371435165405277,21.52453864954835,21.173301952068257,21.34441801499853,63300.0,,,,,,
2023-07-11,21.533546447753903,21.569571607852517,21.371436662858525,21.38944924290783,70600.0,,,,,,
2023-07-12,21.70466041564941,21.920806201935733,21.61009695623178,21.84875760650696,83900.0,,,,,,
2023-07-13,21.965835571289062,22.0108670163056,21.605592600026693,21.83074467178742,95400.0,,,,,,
2023-07-14,21.72267341613769,22.01987409277933,21.627208123507813,22.01987409277933,70000.0,,,,,,
2023-07-17,21.740684509277344,21.86677084340576,21.6236061823446,21.7226736482082,79300.0,,,,,,
2023-07-18,22.037885665893555,22.037885665893555,21.704661538955012,21.704661538955012,136700.0,,,,,,
2023-07-19,22.209003448486328,22.789896290310573,22.145961134075804,22.145961134075804,100200.0,,,,,,
2023-07-20,22.227014541625977,22.326082010655107,21.965837293376133,22.181983093079044,97800.0,,,,,,
2023-07-21,22.04392433166504,22.199550113644868,21.98899809863494,22.199550113644868,83900.0,,,,,,
2023-07-24,22.281938552856445,22.38263809374653,21.998151001161958,21.998151001161958,147400.0,,,,,,
2023-07-25,21.56789207458496,22.29109474313967,21.522120505265008,22.26363075390363,89000.0,,,,,,
2023-07-26,22.162931442260746,22.208704758141863,21.421421185721226,21.558737641217657,136200.0,,,,,,
2023-07-27,21.705209732055664,22.281941315475056,21.57704793399515,22.281941315475056,85300.0,,,,,,
2023-07-28,21.586200714111328,21.91576159016709,21.540429146247316,21.91576159016709,42600.0,,,,,,
2023-07-31,21.586200714111328,21.72351716377677,21.44888426444589,21.69605492148771,113500.0,,,,,,
2023-08-01,21.51296806335449,21.577048965448025,21.28410670097838,21.567894301424143,70300.0,,,,,,
2023-08-02,21.311569213867188,21.51113493908608,21.14221056029061,21.28410522370176,60600.0,,,,,,
2023-08-03,21.15594291687012,21.25664071956153,21.05524336810524,21.22002381296651,64600.0,,,,,,
2023-08-04,21.10101318359375,21.33902916793061,21.04608695523088,21.20171272398678,39400.0,,,,,,
2023-08-07,21.30241584777832,21.339032757488663,21.10101673311379,21.10101673311379,62200.0,,,,,,
2023-08-08,21.082706451416016,21.128478019210775,20.789762480880004,21.128478019210775,67800.0,,,,,,
2023-08-09,20.872154235839844,21.224600921232422,20.872154235839844,21.119324910698044,62900.0,,,,,,
2023-08-10,20.82638168334961,21.29325902072494,20.73941500380777,21.03693369449728,120700.0,,,,,,
2023-08-11,21.284103393554688,21.512964720367105,20.853844727733755,20.853844727733755,130100.0,,,,,,
2023-08-14,21.91576194763184,22.199549514379008,21.36649439393767,21.36649439393767,120500.0,,,,,,
2023-08-15,21.34818458557129,21.8882974641215,21.329875260111496,21.81506190835571,54600.0,,,,,,
2023-08-16,20.85384559631348,21.599932295624257,20.817226944383084,21.27494961707244,70500.0,,,,,,
2023-08-17,20.68906593322754,21.06439839926933,20.65244727991932,20.881308624875214,65900.0,,,,,,
2023-08-18,20.487667083740234,20.70737551414029,20.373236409857235,20.5883666355008,71200.0,,,,,,
2023-08-21,20.4327392578125,20.545340037882024,20.2404965787768,20.44189392053897,74900.0,,,,,,
2023-08-22,20.57005882263184,20.908774410528217,20.35035212213431,20.46020634541989,92600.0,,,,,,
2023-08-23,21.485502243041992,21.485502243041992,20.64329243132013,20.66160175780992,73000.0,,,,,,
2023-08-24,22.16750907897949,22.44214198293658,21.421420636929057,21.421420636929057,232000.0,,,,,,
2023-08-25,22.51995849609375,22.64812030078771,22.19039757422513,22.19039757422513,106700.0,,,,,,
2023-08-28,23.31639289855957,23.362166214611868,22.648118198857222,22.648118198857222,107400.0,,,,,,
2023-08-29,23.435400009155277,23.48117157568676,23.215693346872133,23.28892890096651,86200.0,,,,,,
2023-08-30,23.581871032714844,23.645951924058288,23.34385504624395,23.34385504624395,55800.0,,,,,,
2023-08-31,23.142457962036133,23.84734952057245,23.142457962036133,23.63679751927035,163400.0,,,,,,
2023-09-01,22.959367752075195,23.2614646272575,22.92275084851511,23.215693061289063,54600.0,,,,,,
2023-09-05,22.593191146850582,22.968523594509374,22.547417832457192,22.968523594509374,54100.0,,,,,,
2023-09-06,22.50164794921875,22.803744862544654,22.410103059649845,22.638964410535337,57800.0,,,,,,
2023-09-07,22.254474639892575,22.48333596371809,22.227012398520447,22.48333596371809,139100.0,,,,,,
2023-09-08,22.510801315307617,22.76712664211179,22.043923976882212,22.227013745467115,62800.0,,,,,,
2023-09-11,22.446720123291016,22.60234590070817,22.27278502004281,22.584036574877107,66400.0,,,,,,
2023-09-12,22.43756675720215,22.60234720705866,22.3094049611242,22.60234720705866,35700.0,,,,,,
2023-09-13,22.693891525268555,22.748817758482915,22.31855731776225,22.419256867049803,78200.0,,,,,,
2023-09-14,23.0875301361084,23.192806137441604,22.80374257833743,22.931904363252052,54200.0,,,,,,
2023-09-15,22.950214385986328,23.188230383827587,22.51080104200558,23.05091393209278,176000.0,,,,,,
2023-09-18,22.87697982788086,22.977679378385684,22.73966337014832,22.94106072508448,55500.0,,,,,,
2023-09-19,22.977678298950195,23.087530761546223,22.85226133796619,22.886133416071228,46800.0,,,,,,
2023-09-20,23.206541061401367,23.545254879004894,23.105841509429418,23.105841509429418,80300.0,,,,,,
2023-09-21,23.114994049072266,23.371319364143435,22.959368276720724,23.08753006121963,122300.0,,,,,,
2023-09-22,22.995988845825195,23.20654086537572,22.995988845825195,23.11499597763573,59000.0,,,,,,
2023-09-25,23.0417594909668,23.078376396947625,22.831207479875097,22.977678595945275,91500.0,,,,,,
2023-09-26,22.272785186767575,23.014295427741843,22.254475860799463,22.99598784784716,56600.0,,,,,,
2023-09-27,22.446720123291016,22.941059698215632,22.291094345873866,22.291094345873866,82000.0,,,,,,
2023-09-28,22.620651245117188,22.886131205212813,22.455872567141174,22.51079879313318,61600.0,,,,,,
2023-09-29,22.446720123291016,22.757971678125312,22.24074457287517,22.739662352294257,59900.0,,,,,,
2023-10-02,21.95237922668457,22.49249212662849,21.715279913060336,22.49249212662849,98800.0,,,,,,
2023-10-03,21.686901092529297,21.93773327511556,21.311568634178546,21.934070013001005,71700.0,,,,,,
2023-10-04,21.7509822845459,21.77844627433818,21.494656951371702,21.51296627789989,57700.0,,,,,,
2023-10-05,21.7143611907959,21.87914161888132,21.57704474941581,21.76928916420656,59800.0,,,,,,
2023-10-06,21.760133743286133,21.91575950371042,21.458036884353486,21.67774353211603,59800.0,,,,,,
2023-10-09,21.988998413085938,22.21328155304236,21.72351841517598,21.74182774180567,54000.0,,,,,,
2023-10-10,21.97984504699707,22.194975282408883,21.94322639157651,21.952381055431648,53800.0,,,,,,
2023-10-11,22.09885025024414,22.217859123868315,21.93406980742509,22.080542670210257,43800.0,,,,,,
2023-10-12,21.7143611907959,22.12631226100945,21.58619941165092,22.12631226100945,73300.0,,,,,,
2023-10-13,21.49465751647949,21.860835326302897,21.476348189469935,21.732673529383085,52800.0,,,,,,
2023-10-16,22.04392433166504,22.080542984400747,21.631973218755643,21.860834560133423,59500.0,,,,,,
2023-10-17,22.300249099731445,22.40094690006608,22.007306869533565,22.007306869533565,69500.0,,,,,,
2023-10-18,22.153778076171875,22.34052761374695,21.953295671074056,22.217858971033262,53900.0,,,,,,
2023-10-19,21.35733985900879,22.19039498444315,21.29325896414052,22.117159426583207,102400.0,,,,,,
2023-10-20,21.301454544067383,21.64142068957493,21.28282582407265,21.45979511095758,80400.0,,,,,,
2023-10-23,21.11517143249512,21.42253821407048,21.087228351794607,21.282826363633053,45200.0,,,,,,
2023-10-24,21.068601608276367,21.217627820364918,20.81711920917722,21.217627820364918,45200.0,,,,,,
2023-10-25,20.65877914428711,21.04531533622132,20.566568218405727,20.99408901799013,52300.0,,,,,,
2023-10-26,20.65877914428711,20.826434081138625,20.50975292853746,20.73329225216193,87200.0,,,,,,
2023-10-27,20.323469161987305,20.68206404688522,20.11948946364995,20.630835952395145,109300.0,,,,,,
2023-10-30,20.74260711669922,20.78452085193048,20.388668513294636,20.556323454219683,98100.0,,,,,,
2023-10-31,20.975460052490234,21.11517190606108,20.60010003167112,20.69603456881593,73200.0,,,,,,
2023-11-01,21.003402709960938,21.09654454385096,20.770549013502247,20.97546140336684,62500.0,,,,,,
2023-11-02,21.524995803833008,21.56225147066404,21.18502962753618,21.21762900221309,63200.0,,,,,,
2023-11-03,22.13041305541992,22.312038634147616,21.89755938494185,21.9161881049479,79100.0,,,,,,
2023-11-06,21.934816360473636,21.958103150140374,21.701962676067197,21.89756069476557,60200.0,,,,,,
2023-11-07,21.64607810974121,21.850988710767936,21.51568061604535,21.83236176633468,53400.0,,,,,,
2023-11-08,21.53430938720703,21.692649962720782,21.4039101166746,21.692649962720782,33600.0,,,,,,
2023-11-09,21.152427673339844,21.69264992240973,21.14311508938512,21.69264992240973,45700.0,,,,,,
2023-11-10,21.32939720153809,21.487737778479897,21.077914795242396,21.21762842753953,61100.0,,,,,,
2023-11-13,21.236255645751957,21.441168028276724,21.08722942747902,21.292141810003795,54000.0,,,,,,
2023-11-14,22.279443740844727,22.43778433965952,21.76716627343192,21.832365030026327,103700.0,,,,,,
2023-11-15,22.186298370361328,22.475036436447237,22.10247090334726,22.121099624135407,77700.0,,,,,,
2023-11-16,21.888246536254883,23.005944942336274,21.599508462354702,23.005944942336274,85200.0,,,,,,
2023-11-17,22.58680725097656,22.665976650460824,21.832361815486475,22.037272416974524,110600.0,,,,,,
2023-11-20,22.149044036865234,22.48435214854684,21.636764843589752,22.48435214854684,100500.0,,,,,,
2023-11-21,21.785789489746094,22.139728074263584,21.701962023756824,22.139728074263584,72800.0,,,,,,
2023-11-22,21.981386184692383,22.07452800537763,21.79510254332189,21.869615644563595,54800.0,,,,,,
2023-11-24,22.065216064453125,22.30738411416833,21.98138859430045,22.08384300940609,34600.0,,,,,,
2023-11-27,21.74853515625,22.279441288987115,21.72059207369916,22.1397294292983,63700.0,,,,,,
2023-11-28,21.888246536254883,21.94413092359916,21.66004914175573,21.729905958335564,64700.0,,,,,,
2023-11-29,22.158357620239254,22.24218331281853,21.99070268201545,22.027958347991493,74100.0,,,,,,
2023-11-30,22.19561195373535,22.35395252182625,22.02795702557645,22.149041929927893,81900.0,,,,,,
2023-12-01,23.54616355895996,23.616018593473832,22.195611573301782,22.288753395852783,147100.0,,,,,,
2023-12-04,23.751075744628903,23.946671986260775,23.55547950299703,23.58342080806866,73600.0,,,,,,
2023-12-05,23.453022003173828,23.75573070924208,23.331937099520516,23.648618233876466,61300.0,,,,,,
2023-12-06,23.751075744628903,23.909416320654405,23.569450155532845,23.61136388967291,92700.0,,,,,,
2023-12-07,23.76038932800293,23.98392864392747,23.64396248992561,23.69519058292484,46100.0,,,,,,
2023-12-08,23.741762161254883,23.848874646111778,23.071144169594564,23.667249051070403,102700.0,,,,,,
2023-12-11,23.80695915222168,23.946671001431906,23.611362918633883,23.62999163893726,50800.0,,,,,,
2023-12-12,23.797643661499023,23.90941420147677,23.50890561664417,23.844215460044943,43100.0,,,,,,
2023-12-13,24.6545467376709,24.663861097956136,23.56479145575389,23.760389468678778,229200.0,,,,,,
2023-12-14,25.24133682250977,25.446247401511037,24.74768642917146,24.971225727136236,116200.0,,,,,,
2023-12-15,25.01780128479004,25.39968119827736,24.96191511949969,25.39968119827736,216900.0,,,,,,
2023-12-18,24.89671516418457,25.222710673127207,24.757003310789894,25.036427017579243,72600.0,,,,,,
2023-12-19,25.28791236877441,25.35311112286013,24.95167155710425,25.083001745000335,68400.0,,,,,,
2023-12-20,25.585962295532227,26.489435731276544,25.334481665628857,25.343794249690077,96900.0,,,,,,
2023-12-21,25.41830825805664,25.79087378630192,25.22271024539501,25.641847575003805,149200.0,,,,,,
2023-12-22,25.688417434692383,25.949214191053784,25.54870558456513,25.54870558456513,70500.0,,,,,,
2023-12-26,25.846759796142575,25.911958545617345,25.455565522761272,25.697733575476622,60600.0,,,,,,
2023-12-27,26.210010528564453,26.331095441070826,25.800189317166748,25.91195809244516,52500.0,,,,,,
2023-12-28,26.55463409423828,26.65709028275383,26.051669288652075,26.060983649111,78500.0,,,,,,
2023-12-29,26.29383850097656,26.5546352758332,26.2752097792298,26.48943652625221,64200.0,,,,,,
2024-01-02,26.65708923339844,26.73625862938388,26.26589499218605,26.26589499218605,78200.0,,,,,,
2024-01-03,26.21932411193848,26.84337204776192,26.19138280721357,26.62914708771886,83900.0,,,,,,
2024-01-04,26.433549880981445,26.5453204328996,26.219324914382025,26.237953635790493,69100.0,,,,,,
2024-01-05,26.424236297607425,26.834057493900875,26.27520830850765,26.39629321655136,117900.0,,,,,,
2024-01-08,26.480121612548828,26.796802769501664,26.298496020641423,26.54532036076865,125500.0,,,,,,
2024-01-09,24.55209350585937,26.284523741804502,24.51483606293042,26.20069627174702,115200.0,,,,,,
2024-01-10,25.51144790649414,25.595275371097525,23.955985296067222,24.51483446791228,128300.0,,,,,,
2024-01-11,25.036426544189453,25.37173640722269,24.589347911166847,25.37173640722269,145100.0,,,,,,
2024-01-12,24.79426002502441,25.511447991816084,24.73371757226781,25.511447991816084,85200.0,,,,,,
